ID,Target
hsa-mir-16-5p,ENPP4
hsa-mir-16-5p,KIAA0895
hsa-mir-16-5p,SLC39A14
hsa-mir-16-5p,CADM1
hsa-mir-16-5p,TMEM245
hsa-mir-16-5p,ANAPC13
hsa-mir-16-5p,RPL36
hsa-mir-16-5p,PNISR
hsa-mir-16-5p,TMEM87A
hsa-mir-16-5p,ANKRD17
hsa-mir-16-5p,FBXO3
hsa-mir-16-5p,TIMM13
hsa-mir-16-5p,TRUB2
hsa-mir-16-5p,DNAJC2
hsa-mir-16-5p,BEX3
hsa-mir-16-5p,VPS4A
hsa-mir-16-5p,RAB30
hsa-mir-16-5p,EIF3K
hsa-mir-16-5p,HDHD5
hsa-mir-16-5p,LAMTOR2
hsa-mir-16-5p,C16orf72
hsa-mir-16-5p,GTPBP8
hsa-mir-16-5p,CLEC2D
hsa-mir-16-5p,HCFC2
hsa-mir-16-5p,DNTTIP2
hsa-mir-16-5p,SLC35B3
hsa-mir-16-5p,TMED7
hsa-mir-16-5p,GOLT1B
hsa-mir-16-5p,NT5C3A
hsa-mir-16-5p,COMMD10
hsa-mir-16-5p,UFC1
hsa-mir-16-5p,CYB5R1
hsa-mir-16-5p,LUC7L3
hsa-mir-16-5p,CHIC1
hsa-mir-16-5p,BNC2
hsa-mir-16-5p,DPP8
hsa-mir-16-5p,C1orf56
hsa-mir-16-5p,SLC25A38
hsa-mir-16-5p,STX17
hsa-mir-16-5p,HEATR3
hsa-mir-16-5p,MRPS10
hsa-mir-16-5p,SBNO1
hsa-mir-16-5p,RHOT1
hsa-mir-16-5p,LIN7C
hsa-mir-16-5p,CSGALNACT1
hsa-mir-16-5p,LRIF1
hsa-mir-16-5p,PAG1
hsa-mir-16-5p,GLT8D1
hsa-mir-16-5p,CDC42SE2
hsa-mir-16-5p,WDR18
hsa-mir-16-5p,TAOK1
hsa-mir-16-5p,SAV1
hsa-mir-16-5p,XPNPEP3
hsa-mir-16-5p,SNX16
hsa-mir-16-5p,C17orf75
hsa-mir-16-5p,OSGEPL1
hsa-mir-16-5p,DNAJC1
hsa-mir-16-5p,MMP25
hsa-mir-16-5p,ELOVL1
hsa-mir-16-5p,YIPF2
hsa-mir-16-5p,ROGDI
hsa-mir-16-5p,FASTKD1
hsa-mir-16-5p,ZFHX4
hsa-mir-16-5p,PHC3
hsa-mir-16-5p,IFT74
hsa-mir-16-5p,KLHL15
hsa-mir-16-5p,EPC1
hsa-mir-16-5p,SLC38A1
hsa-mir-16-5p,RCC1L
hsa-mir-16-5p,ARPC5L
hsa-mir-16-5p,RAB1B
hsa-mir-16-5p,EIF2A
hsa-mir-16-5p,HSDL2
hsa-mir-16-5p,AIFM2
hsa-mir-16-5p,SPRYD3
hsa-mir-16-5p,CDKN2AIPNL
hsa-mir-16-5p,ACBD5
hsa-mir-16-5p,DTD1
hsa-mir-16-5p,UBE2Q2
hsa-mir-16-5p,ARHGAP12
hsa-mir-16-5p,OMA1
hsa-mir-16-5p,RAB3IP
hsa-mir-16-5p,CNKSR3
hsa-mir-16-5p,ZNF791
hsa-mir-16-5p,MICU2
hsa-mir-16-5p,RICTOR
hsa-mir-16-5p,UBN2
hsa-mir-16-5p,RNF144B
hsa-mir-16-5p,RNF149
hsa-mir-16-5p,MIGA1
hsa-mir-16-5p,ANKRD36
hsa-mir-16-5p,CXorf40B
hsa-mir-17-5p,XIAP
hsa-mir-17-5p,RND3
hsa-mir-17-5p,ARHGAP5
hsa-mir-17-5p,ARL1
hsa-mir-17-5p,BNIP2
hsa-mir-17-5p,CAPZA2
hsa-mir-17-5p,CHD4
hsa-mir-17-5p,CLU
hsa-mir-17-5p,KLF6
hsa-mir-17-5p,CRY2
hsa-mir-17-5p,CTSS
hsa-mir-17-5p,DAPK3
hsa-mir-17-5p,EPAS1
hsa-mir-17-5p,NR2F6
hsa-mir-17-5p,GLO1
hsa-mir-17-5p,GNAS
hsa-mir-17-5p,GNS
hsa-mir-17-5p,AGFG2
hsa-mir-17-5p,HSP90AA1
hsa-mir-17-5p,ICAM1
hsa-mir-17-5p,SMAD4
hsa-mir-17-5p,SMAD5
hsa-mir-17-5p,MBNL1
hsa-mir-17-5p,MDK
hsa-mir-17-5p,MDM2
hsa-mir-17-5p,MXI1
hsa-mir-17-5p,NAP1L1
hsa-mir-17-5p,NPAS2
hsa-mir-17-5p,PCBP2
hsa-mir-17-5p,PFKP
