"","logFC","pvalue","padj"
"ADM",-0.0578157372388446,0.000590813288960005,0.00132440476359855
"AKAP7",0.120297089239119,1.92769495592443e-14,2.77801078620623e-13
"AKIP1",0.0303507511826414,0.0020069120286033,0.00407443130090975
"DNAH1",-0.146073377678799,9.64700728871026e-10,6.32242558087232e-09
"RITA1",0.0454125672170466,1.34763550786298e-05,4.06660395500902e-05
"AMIGO1",-0.0119895266649481,0.375919739454163,0.446150263168732
"CAPS",0.0348373491373697,0.100170203139591,0.141036358560569
"EDEM2",0.00521867053680179,0.719939535893507,0.769816465288441
"FANCM",0.0216012895133404,0.157105088910949,0.209441333903362
"GDAP2",0.0264360145442756,0.0431345140998242,0.0658038218924363
"TMEM260",-0.0221938939247396,0.0441208167284742,0.0671204586227412
"ZNF184",0.00661649513281974,0.700126739427258,0.75208408991107
"ADCK5",0.0560023285955355,0.00191298927380418,0.0039001416459206
"ALG10B",0.0156299709380748,0.36375458068459,0.433688947696298
"EPHB2",-0.119848660472967,4.80061367925973e-09,2.75086131831746e-08
"LCN12",0.0253362334867149,0.389455844920531,0.459497297761313
"PARP11",-0.0461355167170835,8.43686926050079e-05,0.000220862402439685
"RPGRIP1L",-0.0118543883784866,0.227180487371423,0.288583609262501
"WDYHV1",0.0718073689729557,1.02782044392719e-07,4.65284076004805e-07
"ZBTB14",-0.0142696224684431,0.267353363952625,0.332426596688926
"ZNF800",0.0246082952175972,0.0182558803789116,0.0303806548298793
"ZNRD2",0.0747657591848263,0.000248199486945121,0.000597787203829782
"CD44",0.0568570024884967,0.00279175190657483,0.00551427598167823
"CDC40",-0.0292580496888201,0.0833206053336186,0.119440243433838
"CLCN5",-0.0528306682376047,0.000317306159623809,0.000748202302262469
"CLHC1",-0.0300518432977816,0.120175853760513,0.165452706085148
"ERN1",-0.0594602686402306,1.61039486354311e-09,1.00732708922443e-08
"HOOK1",-0.0508167364009587,0.012577686523461,0.0217499585837945
"LYN",-0.00438039655018774,0.67970889433241,0.733291703191604
"SNAP91",0.00691412921162824,0.780058166650879,0.822567804775288
"FLRT3",0.0156923883905813,0.456762058926608,0.526896406555883
"G0S2",0.266035230429923,2.83581813677349e-41,8.60110235809299e-39
"LINC02593",-0.22607067262876,1.88210229641115e-24,1.07189424234909e-22
"PIGA",-0.00314286945358886,0.81969785295527,0.855308376529533
"RFXAP",-0.0184985595141275,0.0550865893414362,0.0820136185149556
"CENPL",-0.0395987310383675,0.00576045945790129,0.0107050316685592
"CEP170B",-0.131153804221655,2.84651701367271e-12,2.85571345325534e-11
"CFAP410",0.0360331011883351,0.0190516257336532,0.0315839967990727
"CMKLR1",-0.0920446954007644,2.58649825559473e-07,1.08223003687733e-06
"DIPK1A",0.0342744306642795,0.0249095875636527,0.0401471627539741
"GOLGA2P5",0.00639411650060823,0.712701619735399,0.763725976336091
"LYNX1",0.208248538909397,1.7129548313191e-21,7.04743120191285e-20
"RPS6KA5",0.0480342314355884,9.36164833961865e-05,0.000242961908708753
"TTC7A",-0.00838574178675495,0.442344203543714,0.512987115651531
"UBE2L6",0.0979242101338565,1.21075521970676e-11,1.09277990141285e-10
"AL049834.1",0.0411346693096284,0.000333163580894139,0.000781636881097565
"C1orf159",-0.024642061729269,0.174624234605957,0.229489043503717
"CEP112",0.0271083390844237,0.0250550375333238,0.0403566505507731
"MTRF1",-0.00793506323444524,0.392248338329408,0.462164859381348
"XKR8",-0.0174043795591498,0.083601192266604,0.119789989897911
"ZHX3",0.0101502715706537,0.438471148134503,0.508902795583358
"ZNF557",-0.0420412263080743,0.00383456942770559,0.00738270659523712
"ASB7",-0.0175316865598244,0.219588455531343,0.280386982283119
"ATRIP",-0.0298741977549744,0.0267222081491233,0.042767338161844
"CX3CL1",-0.0661332411873222,0.000449352097411943,0.00102887114719919
"MPG",0.104514583679734,2.18467675404413e-09,1.32832420635168e-08
"NFATC3",-0.0482437058360994,0.0174957889553516,0.0292763766430197
"PARP14",0.067598853716349,1.54951253047463e-08,8.19494826538936e-08
"RCAN3",0.0353628609897082,0.00416414051950644,0.00796782873465419
"TTI2",-0.0170885449881221,0.071365118517547,0.10384289587257
"ZNF586",-0.00479336176310885,0.669764615662259,0.724240951618206
"ZSCAN12",-0.0623364493153434,0.000164013550415701,0.000408296378034277
"ABRAXAS1",-0.0667085098263004,9.38326895779151e-05,0.000243390202361808
"AHR",0.124205223709072,1.56034651645967e-12,1.62540249741749e-11
"TBPL1",0.0266775672340044,0.0166702279382578,0.0280460671788904
"THAP6",-0.0313888913251767,0.0117117282468251,0.0203863397581668
"WDR24",0.0222545496782023,0.155428301913647,0.20752415167463
"AC022400.8",0.0454611986657517,0.00422089287495239,0.00806458905290493
"CHCHD5",0.122033864291313,1.26233018865431e-05,3.83313395120593e-05
"IGSF8",0.0536768066917844,0.000246706720309232,0.000594788439254011
"RPGR",-0.0607079018952634,4.89516544110367e-05,0.000133116654885059
"ZNF440",-0.0453714522555244,5.43672426938093e-06,1.76470278549692e-05
"ZNF607",-0.048317424450536,5.15191293829471e-07,2.02078942981172e-06
"BCAR3",-0.0780398069590884,3.9714165928112e-13,4.5755490462406e-12
"C1orf131",0.0154172054520819,0.185429152574979,0.241885077803848
"CENPBD1",-0.00193580623142356,0.880183148726129,0.904598000448083
"COMMD5",0.060560413456269,7.32324711767213e-06,2.33235137750134e-05
"ESM1",-0.0960047863370236,0.000317709777944555,0.000748883232234391
"GNAO1",-0.187705783399068,6.47514714915632e-09,3.63533659575104e-08
"HHEX",-0.048199927126755,0.00858981268182427,0.0153948518615298
"KAZALD1",0.0228339505398666,0.132012345312404,0.179793756011318
"NKAP",0.110172450312422,6.18992566212334e-05,0.000165699939419977
"NUDT2",0.082412517743987,0.00013738892760811,0.00034577892587128
"SIMC1",-0.0911934608246241,6.63457402731677e-19,1.93143112643449e-17
"TTN-AS1",0.187456709935387,6.25822751643408e-07,2.40634714039704e-06
"AFAP1L2",0.0238064094939664,0.0836678683935392,0.119872167372134
"AGTRAP",0.0371036107057398,0.0304384027641185,0.0481154318141225
"ARL4A",-0.00167010810304748,0.886482043888157,0.909566424072799
"ARSI",-0.171858417609716,2.4146913831957e-23,1.25467749082224e-21
"DCUN1D3",0.0395381012244283,1.37478961453666e-05,4.13610291875136e-05
"MOB3C",0.00315047141528599,0.813695533569083,0.850406054075485
"RAC3",0.061139295880711,0.0119689845117837,0.0207883201495117
"RNASEH1-AS1",-0.0377055531253746,0.0502896068478876,0.0755705786968717
"TSEN2",-0.0150975910786284,0.0706575356205092,0.10291663832507
"COQ6",-0.00383155651728924,0.644397808309406,0.701697939047447
"ELL",-0.0345332652039315,0.000240886301149051,0.000581892783772167
"KANK4",-0.088994806504511,0.00033003498484311,0.000774575539378053
"MCM3AP-AS1",-0.0953853667290839,3.59955783253525e-06,1.20589348194001e-05
"SEMA4G",-0.150395183162771,6.62510750929147e-17,1.43529322485348e-15
"STX11",0.080283362925956,5.8090426687251e-07,2.25346622503013e-06
"SVIP",0.138454055863375,1.84816948527147e-13,2.23597647744996e-12
"BAALC",-0.15429334244863,1.00580101368514e-09,6.57197235495068e-09
"BBS7",0.0252569173904773,0.0488003625986298,0.0735700299400451
"JUNB",0.143342090521631,7.29329052153814e-10,4.85797216455059e-09
"SELENOM",0.141706107197811,3.56439618577013e-05,9.9671644628675e-05
"RORA",0.151758489892496,1.61976786834185e-15,2.83177111781695e-14
"TMEM128",0.0340956735581587,0.00150573030286948,0.00313751950951011
"VSIG10",0.00127488516507856,0.908671431531046,0.927953395194417
"ZNF691",0.00205113350588507,0.858045210378973,0.886315985566495
"CCDC28B",0.127715989373747,2.30488888347465e-09,1.39555992656808e-08
"FOXN2",0.0195291501966546,0.3217152629327,0.39027164535097
"SREBF2-AS1",-0.00183109311099857,0.859712630438167,0.887616539437506
"TMEM117",0.0441865939643022,0.00290206449374201,0.00572338199416049
"TOE1",-0.0592996786055264,8.8320025541067e-07,3.3071196471622e-06
"TRMT61B",-0.0215905034134301,0.146648992715736,0.197024286437507
"ZNF182",-0.044881094449815,0.000366755034046112,0.000853283882866493
"ZNF510",-0.0276027780417581,0.166017363479639,0.219727872386995
"MARC1",-0.0246098561898996,0.580911502937779,0.644787048622512
"B3GNT7",0.0974052100344821,4.75103871501402e-07,1.88280300581018e-06
"CEP128",-0.0751560186183236,1.56750803985122e-08,8.28004854424447e-08
"MYOZ3",-0.0508462946495365,1.90625498096639e-06,6.69035991974263e-06
"NOP14-AS1",-0.0751420409076037,9.14686913879993e-07,3.41717179341818e-06
"RSKR",-0.114089104463416,6.64375542203623e-11,5.26414691459274e-10
"STC1",-0.152863516651308,9.1348159286116e-09,4.99104605533944e-08
"STOML1",0.0752500541685178,2.51863346595935e-09,1.51443142752613e-08
"ANK1",0.0506987174544543,0.0218453199661158,0.0356916719434758
"ARHGEF39",-0.0880801961440646,6.03752859915168e-08,2.86228455071379e-07
"ATF3",-0.0128844749489394,0.709435907386349,0.760643135821503
"CSF1",-0.0103985475482504,0.469548393534403,0.539403694924309
"MIEN1",0.0961261639383472,6.88856300935612e-05,0.000182900323224802
"PHLDA3",0.065818826511946,0.0006467235181661,0.00144082133992523
"RFFL",-0.0364022131070518,0.00331459809103202,0.00646076644795093
"ZKSCAN7",-0.0262654812888754,0.0150440962528132,0.0255808478916806
"ALKBH1",0.000810103448871107,0.911826640436367,0.929973133389167
"APOPT1",0.127278808548452,1.03559969707462e-06,3.8283138461585e-06
"BCL2",-0.0423256998103213,0.00419811774746381,0.00802577714195589
"CENPI",-0.0790117337868784,2.12163581555006e-05,6.15444268380871e-05
"CREB3L4",0.0371334848063581,0.00159446698978868,0.0033023723171072
"HACL1",0.0659473843467904,4.62663070266357e-08,2.2398113446228e-07
"NAV3",0.0779528973310657,4.64070590857867e-08,2.2441263055129e-07
"NBL1",0.133105750180708,2.48492570040414e-08,1.26397819753006e-07
"RBM45",0.023024708050647,0.0258330456291343,0.0415277432633021
"TMEM60",0.0763854335873635,6.19271709435863e-09,3.49411960836773e-08
"ZFP41",-0.0468687001295513,0.001355528325239,0.00285095959002855
"ZNF720",-0.0155244279355395,0.144015122858338,0.193893386220548
"CASP4",0.06576181503712,1.42093883966153e-08,7.56403442729211e-08
"CTF1",0.0913713743100162,2.80849525272717e-06,9.57354811449759e-06
"DISC1",-0.0244815232548025,0.0129628184202912,0.0223477961450677
"MFSD4B",0.0247116764182483,0.126172350319549,0.17269828143488
"NFKBIB",0.0922445395991071,9.97751969974895e-06,3.10047204965751e-05
"PLPPR2",0.00858397152690735,0.560822223193351,0.626219472165041
"XRRA1",-0.0230040714695173,0.643573851429674,0.701093398792666
"ZNF486",-0.0525559102613993,0.00315012034033761,0.0061659717062409
"ZXDB",0.0439857214073352,0.000955841204914491,0.00206597298549798
"ARMC9",0.00300477477478383,0.80588381027152,0.843809583529804
"CENPW",0.0431108241993341,0.01610556782917,0.0271796844444364
"DOK5",-0.0140071569427732,0.475916957013839,0.545449315320376
"ENDOD1",-0.0100077384819048,0.477738842314915,0.546933811575766
"FAM45A",0.0608871820441122,0.00010288249371412,0.000264757987967551
"FBXL18",-0.0754465913097863,3.11349173756117e-07,1.28378625486161e-06
"KLHL17",-0.040995048713221,0.00322799057614348,0.00630514498937596
"NEIL3",0.00847823370593221,0.559160159999956,0.624619821123092
"NFXL1",-0.0126944996085346,0.316863005421648,0.385245391694708
"CKS1B",0.00619311926058359,0.614711837705861,0.675349320812049
"ENPP4",0.0631690263039757,0.000279810131835215,0.000667533995234061
"FARS2",0.0834251005116513,8.00223505590842e-09,4.41883197600003e-08
"GULP1",0.0581809544895122,0.00221296635010303,0.00446219961936359
"RPL39",0.24122162206099,8.95517297292944e-11,6.93959393422137e-10
"ZNF675",-0.104084807847844,1.07583148466069e-08,5.80993549604337e-08
"ADGRE5",0.0575786454939102,0.00381135030868785,0.00734233836424032
"AJM1",-0.0129134060525205,0.37630590847617,0.446527309466491
"AMZ2P1",0.0642756004477602,4.4809304317741e-10,3.1019264698088e-09
"DUS4L",0.0144722034203561,0.12405853196107,0.170133688100554
"IRF6",0.065354143706478,4.34118256166838e-05,0.000119471835765518
"NUDT3",0.0296367493368558,0.0506997448608669,0.0761079733512231
"TIPIN",-0.0621390008795379,2.49555377909636e-06,8.58307288686041e-06
"ZNF649",0.000494337057871973,0.969061266741874,0.975418464216062
"GLT8D2",0.0487647580451988,0.00376676015496427,0.00726502306137889
"MSRB1",0.133265038768321,6.17308348119568e-19,1.81736692464456e-17
"RAMP2-AS1",-0.280920569600568,3.93341649298992e-45,1.97306222698363e-42
"SRR",-0.0335904319403546,0.0838232278512083,0.120028824948996
"ZNF626",-0.0476092112415082,0.00375019155248609,0.00723841915458393
"ABRA",0.0305337124229857,0.141799811802136,0.191266226654614
"ALG5",0.0703708730292177,6.00749946551606e-11,4.80084608022429e-10
"CCDC138",-0.0835611057652925,4.49612238431396e-11,3.66490175851392e-10
"DDX28",0.02408921086856,0.0156562173970342,0.0265076447218123
"GDAP1",-0.035531287134481,0.0081604607404505,0.0147163618607516
"H3F3A",0.0378994624200305,0.0244985060631887,0.0395139149240795
"ICA1L",0.0143398736355627,0.231184645762663,0.29295667994915
"ITPKC",0.0360071697094569,0.000647519829121002,0.0014423490369592
"LRRC8B",-0.0609457188093028,4.38281711964499e-05,0.000120375098569136
"MAPK4",-0.0911036801008515,2.88006518875962e-05,8.18696821966063e-05
"NINJ1",0.0677949787726847,0.00172619249586332,0.0035492673074333
"NR3C2",0.0415373267002949,0.0251278051219323,0.040453874139025
"OSER1-DT",0.0638210540355335,3.50657562681014e-05,9.82021888014984e-05
"PSMG4",0.0211204744902172,0.153845067784023,0.205700128388346
"YAE1",0.0739804765717841,4.46367467957349e-09,2.57248100623055e-08
"ADORA1",0.0388513828171745,0.00358611282648014,0.00695052511263991
"ANKRD10-IT1",-0.0138541405905393,0.431805179849085,0.502104418294558
"CALHM2",-0.0235783039075378,0.144397305789602,0.194327691890207
"CYB5D2",0.012286112087507,0.399735424163613,0.469713433817626
"FAM117B",0.00428411436202851,0.771645491286329,0.815146646473052
"JAM2",0.195286368389286,1.84778149196022e-51,1.72134044415323e-48
"MPV17L2",0.0122691767107032,0.492410325080707,0.561217815232245
"SAAL1",-0.024079638752547,0.0133533728407959,0.0229664629552499
"TMEM132C",-0.170942428745027,2.42559711399544e-13,2.8916487715474e-12
"TWF1",-0.0235761295594105,0.237899467938178,0.3005312728448
"ATPSCKMT",0.0171828834113755,0.134351841152149,0.182655760690746
"CTXN1",-0.0508782673714127,0.108110957640065,0.15091331580239
"DTX4",-0.0575807225610053,0.000198824581228954,0.000487144502796922
"FBXO10",-0.0213586987059789,0.0989344306862664,0.139477120852912
"GTF2IP12",-0.0651522576435674,0.00465580446725901,0.00882059875973156
"LINC01184",0.0461874430610699,0.00372228066172879,0.00719199768744695
"PRPF31",0.00561060724873889,0.670980285122092,0.725314950564635
"RPS27",0.139631319905975,8.67159995167962e-08,3.98368513077893e-07
"SCNN1D",-0.00716965703900289,0.683972670016034,0.73703805356929
"TBC1D12",0.0674700636535671,7.99565582962939e-05,0.000209944319166552
"TOMM5",0.0400956309483622,0.028374208576811,0.045134336901911
"YBX2",-0.0126902591931563,0.47758324542353,0.546803677184942
"ZNF527",0.00216659936489414,0.814779335359181,0.851334088427691
"ZNF678",0.0124227428916889,0.327623871584477,0.396325810821316
"AC012467.2",0.0214413158103367,0.0242351436290965,0.0391278463989448
"CENPQ",0.0555036228505587,0.0029940131041491,0.00589046898541447
"MARS2",-0.10086724931141,1.53183903559308e-09,9.62806973600238e-09
"MFSD6",0.0765209769181813,6.20794864824137e-09,3.49736787344985e-08
"PGM2L1",-0.000957867314482373,0.942257647227946,0.954924565634227
"VRK2",-0.000911870370460553,0.955480457926513,0.965175132234341
"ABCA5",0.105799409727733,5.10890048190992e-08,2.45415396261765e-07
"FLYWCH2",0.106974485659618,6.04919052083935e-06,1.95232721536221e-05
"MEIS3",-0.0650380182634214,0.00164170871832302,0.00339106194240874
"SNHG12",0.0144914575848513,0.288017102399209,0.35443659647957
"SPATA5L1",0.0182968286823906,0.093900798603824,0.13302783134815
"STXBP4",-0.0197269983793727,0.0680023361318515,0.0994713400439218
"SVEP1",0.00706001432735087,0.653388909786775,0.70959265229737
"CYB5R4",0.0501671525215693,0.000841055825734252,0.00183582428104203
"GEMIN6",0.0543761021661369,0.000112909510356854,0.000288625212480221
"ILF3-DT",0.0955453600005114,1.60130551213647e-05,4.7485735537253e-05
"LINC01936",0.253663579532101,4.00518077993755e-27,2.79334586801848e-25
"SUSD5",0.0542444993997786,0.0193755562833154,0.0320476861188332
"VOPP1",0.0148270239396442,0.186762178938632,0.243258997075566
"AC055839.2",0.00386422499994897,0.824661301708905,0.858975536849096
"AC073857.1",-0.00216369279492277,0.857094908586648,0.885404498834619
"DGKA",-0.0488897624478261,0.000366777292389937,0.000853283882866493
"DKK2",-0.144175933251587,4.01102926204686e-08,1.96144895521617e-07
"DOP1B",-0.0871364959875621,1.33892072039302e-07,5.92884002906937e-07
"NTRK2",-0.0337238058143636,0.110734168065081,0.154102568640592
"RAB5IF",0.0228805883721367,0.112001251698252,0.155627564952972
"SMIM4",0.164546996364946,2.02056440743569e-10,1.48546792569201e-09
"SYT7",-0.263262978124117,4.54271756013153e-19,1.36197982572955e-17
"VPS33A",-0.0164719175454095,0.100389763360105,0.141269237563929
"C3orf52",0.0067839601367916,0.691567709668906,0.744115672758178
"CTSH",0.155724944813667,6.31281446778534e-16,1.17616751841224e-14
"CTSV",-0.23510513813317,7.6461975566587e-37,1.42459583619918e-34
"CYB5RL",-0.0384100811102077,0.00235140411015462,0.0047158253736178
"MYO1D",-0.0605508082358576,0.000102458287304061,0.000263822504051246
"NLRP1",-0.0606440043518901,0.000182447744494729,0.000450403839428404
"SHF",0.0355164417532509,0.00491273460515697,0.00925760507447728
"SNX16",0.0528584585911456,0.00349920201195007,0.00679194239763746
"STS",-0.0425497665605427,0.004155165706569,0.00795298960156633
"AL031714.1",-0.0946698921061712,2.66013010723958e-06,9.0963337332508e-06
"BLOC1S4",0.0260799715383055,0.0398310322341695,0.0613530556747418
"ENOX1",0.0321270577069776,0.111478691121454,0.155000542601919
"HOMEZ",-0.00971780348060694,0.22854727172268,0.290065542799454
"PPP4R1L",-0.0381789044071277,0.00672401416046073,0.0123443964922197
"TMEM254",-0.00567081168186895,0.496361266875831,0.565029557702242
"ETV4",-0.0929285470452966,1.78331214747497e-05,5.2382786097677e-05
"RBM41",0.0214722566072515,0.240241279134722,0.303195932114868
"SPATA6",0.0130938075925856,0.280936228693114,0.346835506873872
"TEPSIN",-0.0535625368746038,0.000173234642874611,0.000429284858896196
"AMIGO2",-0.127551197603186,1.02874591544887e-13,1.31667362407106e-12
"CRADD",0.0864527194536528,7.69577400866318e-13,8.36402371841544e-12
"POP1",-0.0340056944601421,0.0044511101371832,0.00846106666799932
"SLC8A1-AS1",0.268820411193428,1.05575660650112e-06,3.89730895833305e-06
"ZNF224",0.0242343692343684,0.0518916339216567,0.0777271953148325
"ZNF775",0.0786144938828689,8.58329819386563e-06,2.7019882945787e-05
"CEBPB",0.12336541151532,1.55521936031501e-13,1.91350668841777e-12
"LRRC23",0.0630775806333611,0.00209165484167247,0.00423329646882253
"MAIP1",0.0688987812653447,1.67396045060526e-09,1.04358471303986e-08
"PDLIM2",0.0454496517086429,0.0315894501140947,0.0497932811684824
"PLEKHM3",-0.0201791687932032,0.244075200232571,0.307320791796987
"RETSAT",-0.0396571503813928,0.000456979067423323,0.00104413472272862
"SOWAHC",0.00167134830043841,0.875275129802868,0.900511761482501
"STRADA",-0.0901854803739548,2.94667250729945e-08,1.47809626308459e-07
"TUT7",0.00648990677843899,0.612829357029901,0.673735182869761
"LINC01006",0.035574902143449,0.0220941422663165,0.0360324876125172
"LYL1",0.012839087801801,0.622257821789652,0.681629977471916
"LZTS1",-0.0465231418899311,0.00360103502589843,0.00697737317007388
"MYCBP",0.0152729936652858,0.179621851595219,0.235085618515288
"PRDM15",-0.0896631725271406,1.04039813023396e-09,6.78104568441343e-09
"PROCA1",-0.0507287498232883,0.00817686026606341,0.0147418594954381
"SNHG8",0.150483007788782,3.45316767596559e-08,1.70850579779754e-07
"ZNF404",0.0526187919358992,2.76935063826543e-05,7.89806932522583e-05
"ZNF778",-0.0397705292130987,0.00265229598250872,0.00526022570010321
"MARCH3",0.178981380762903,1.97911369386309e-20,7.07167145078421e-19
"ALG12",-0.0531940079963116,0.00151860591183202,0.00316131816474273
"C19orf24",0.108976497968564,0.000810411669379893,0.00177577100000883
"CHIC1",0.0300458057731366,0.0225692882086109,0.036733889531599
"MEGF9",-0.0503615383552854,0.000701841823007324,0.0015543251919955
"MRPS18A",0.0463703975643909,0.000150071659206183,0.000375380625118343
"NUDT14",0.137638030302133,1.01941323936887e-06,3.77275467305584e-06
"PBLD",-0.0660557780019357,1.90968035724227e-06,6.70057875145377e-06
"STYXL1",0.0355394288752897,0.0968332191927406,0.136840269228705
"ANOS1",0.0641207136655142,0.000172588678241208,0.000427846710059272
"DHRS7",0.0782085970817924,3.37813336123383e-19,1.03179426925554e-17
"INAFM1",0.161845988363827,4.7614053630941e-07,1.88576522154489e-06
"PTPN20",0.0138316095059838,0.554107589808545,0.619995812138216
"RNF113A",0.0724824704469479,4.30862216952579e-06,1.42489019789476e-05
"SHLD2",-0.0168493861773143,0.218882789229143,0.279595429689175
"SLX4IP",-0.0443511172170175,0.000484026305452503,0.00109957691616644
"ARNTL2",-0.030627998669771,0.107745488689662,0.150451462900489
"CABLES1",-0.0748425492396416,5.7678014597607e-08,2.74538929336493e-07
"CCDC40",-0.117850396068252,3.48229558721819e-08,1.72226390020855e-07
"EGFR",-0.00898902299851147,0.617607747523486,0.67773161490966
"EHHADH",-0.0378731623274317,0.00208158056361032,0.00421617855421739
"FAH",0.0311841142638502,0.0717451697095513,0.10431443738595
"FBXO44",0.076992904019559,1.99609268700979e-06,6.99061246616049e-06
"PPP1R10",-0.142824668506066,6.27980370871385e-11,4.9970225728521e-10
"PQLC2",0.00562760370924011,0.740604290757535,0.788036318843091
"ZNF385A",0.015070057833765,0.349768772098214,0.419774024634665
"ZNF502",0.0364703575889563,0.0326673006521999,0.0513247723293569
"AL109918.1",-0.0168320107410694,0.384223115362718,0.454227508208899
"CASTOR3",-0.133625387110688,1.51398941775452e-20,5.53093837152786e-19
"CRISPLD2",-0.116542182278936,6.0516535748461e-08,2.86689669172332e-07
"CTDP1",0.00709175048711384,0.629188233819163,0.68783511697146
"FAM110A",0.0290024595879095,0.0993570432782721,0.139997251343477
"LPCAT3",-0.134895665723198,1.73040590808693e-11,1.52486174684255e-10
"LRRC2",0.222448254577998,5.05201051898498e-30,4.84472949916192e-28
"PRMT9",0.0177679982249552,0.105440983299651,0.147597005924015
"RABEPK",0.0373193174318364,0.0101093386015395,0.0178556329958394
"RFX2",-0.00785217216891319,0.51142861931005,0.579702073095921
"WIPF3",-0.0579010754715435,0.000297599803053035,0.000705818627280903
"EXTL1",0.0113352236205337,0.542586709914016,0.609352955368862
"MAPK11",0.0741941295130334,8.67464920652136e-06,2.72679621478553e-05
"PEX7",0.0723516656024264,3.63118230150183e-08,1.78979136720283e-07
"XYLT1",-0.127390962453137,1.62387452529102e-09,1.01527188680947e-08
"ZNF470",-0.03246129920174,0.00543184999317014,0.0101522194913908
"ZNF708",-0.00519118194502107,0.781803502916952,0.824075105879163
"ASL",-0.0105337320754435,0.382353455435073,0.452386261978066
"DGKQ",-0.0520016259022474,4.58403170271859e-06,1.50781693485135e-05
"DTD1",0.0442346579259573,0.0146376026626119,0.02494493844581
"GRK4",0.00150886045220023,0.910216663834906,0.928876817663133
"OXTR",-0.023504807984718,0.290547640568935,0.35714630803959
"VILL",-0.0508938302618371,4.30429401029966e-05,0.000118581754293046
"IMP3",0.10902669793557,9.4614576944748e-11,7.31888085713762e-10
"JOSD2",0.212432909691968,2.30218401283916e-11,1.98185372247184e-10
"NELL2",-0.335081914162291,4.69196980022229e-23,2.34454674844824e-21
"RAB11FIP1",-0.172899116874462,5.89407135869751e-11,4.71598028589772e-10
"ZNF567",-0.0101534809639595,0.551697371233579,0.617882105249321
"AC097448.1",0.038898129007484,0.002596472518753,0.00515814083618837
"ATG4C",0.0126362500650324,0.353206646242681,0.423082391651088
"CDADC1",0.0441574971500771,8.50898311235612e-08,3.91581361155076e-07
"FNDC4",0.0746892178019758,1.64621552570119e-06,5.84543170928809e-06
"GLI4",0.0271984266086291,0.234445679683714,0.296541611331103
"MRPS18C",0.103720325233013,6.19956719145324e-08,2.92633931635661e-07
"PACRGL",-0.0189692667658578,0.0603594846778148,0.0890910365740222
"RPUSD2",-0.00404110992908272,0.726320552817237,0.775749131917321
"ABRACL",-0.0018824670039177,0.903046540902433,0.923221210821473
"AL157392.3",-0.0320784717780452,0.166815220940359,0.220716659379543
"CEP57L1",0.0439585103481911,0.000230662790620857,0.000558645146755286
"DNAJC17",0.0227232996273099,0.214915757539438,0.275255947150089
"EME1",-0.0853325653742965,2.98889290521634e-10,2.13478320207182e-09
"FBXL14",-0.0960844034676541,1.55936451033825e-06,5.56726853102421e-06
"YOD1",0.045805956597044,0.00196528556858145,0.00399925953899816
"GCLM",0.0259551560201154,0.0219613238548243,0.0358517443628262
"KLF15",0.140499027023512,5.24986286985456e-21,2.03775927228105e-19
"PHKA1",-0.0519553502626462,0.0124602163624627,0.0215639784765445
"PI4KAP2",-0.129385523989522,4.3321435203588e-07,1.73206056997301e-06
"SESN2",-0.0631664769822583,4.75345395381233e-11,3.85298610724801e-10
"SP6",-0.251225122023923,8.13775882175807e-13,8.79309449489384e-12
"ZBTB24",-0.0844115375787784,6.0149995172619e-12,5.72192733071697e-11
"ZDHHC14",0.102365361887138,9.89190500765378e-12,9.02169406362382e-11
"ZNF267",-0.0154119036470845,0.360163003185847,0.430229518918283
"ELP4",0.0495581785835795,5.25775982845313e-07,2.05797430020065e-06
"HPS3",-0.0910200438625381,9.50237151097059e-06,2.96412172317815e-05
"KLHL38",0.112659463903784,2.08350882234653e-05,6.051920280856e-05
"LRFN3",-0.0501573119792068,0.00361912216354006,0.00700954036645482
"THAP1",0.068327525422399,1.09661773927758e-06,4.0276227979888e-06
"ZNF681",-0.0510642529369663,0.000377473434861149,0.000876760202575085
"ZNF713",0.0495846111934333,0.0217027044940429,0.035491745706747
"ATG101",0.0610347366213593,0.000116424355366011,0.000296621692260894
"DHX16",-0.0453573910347811,2.1566471622042e-05,6.2522939232787e-05
"HERC6",-0.0449460227358657,0.00228111302478481,0.00458755220805604
"TMEM185A",-0.0452128992640797,1.16110647268804e-05,3.56058091154419e-05
"ZNF805",-0.0123432292781523,0.409430550115863,0.479464239437109
"AL590560.2",-0.00559377456113685,0.89254151045364,0.914560526346353
"ATG10",-0.00526079213064626,0.772085904935589,0.815545830741877
"CNTN6",-0.271668134102112,8.48829667262079e-18,2.05770195547064e-16
"FGD4",0.0727433861135842,1.23400985207757e-05,3.75851389322645e-05
"HILPDA",0.0579012663262667,0.0014357298800389,0.00300751511330989
"MCEE",0.101910747813394,3.76407564177629e-15,6.08315669393388e-14
"PCGF6",0.00381224155481775,0.64833581628346,0.705044252144491
"PDE5A",0.0982182460373701,2.81317869501326e-06,9.58700719633208e-06
"PTRH2",0.01662900702869,0.212725529729773,0.272879547431464
"RPL36A",-0.0349125193184518,0.0643097742516231,0.0944194614195282
"VAMP5",0.120894181496461,2.10956529183182e-05,6.12078988566642e-05
"ZDHHC12",0.075642324782477,0.000821246799565211,0.00179709744294119
"ZRANB3",-0.0810643883914433,7.48034210611658e-08,3.48548130575107e-07
"AC018647.2",-0.0445197140185396,0.000165024382978322,0.000410577642656099
"ALKBH4",0.0151793777761569,0.361122340989025,0.431226989349483
